"BY","stock","surv","stockName","jurisdiction","smoltType","adultRunTiming","region","lat","long"
1991,"LYF",NA,"Lyons Ferry","CR","oceantype","Fall","UCOLR","46.215","-123.862"
1992,"LYF",NA,"Lyons Ferry","CR","oceantype","Fall","UCOLR","46.215","-123.862"
1993,"LYF",NA,"Lyons Ferry","CR","oceantype","Fall","UCOLR","46.215","-123.862"
1994,"LYF",0.0401,"Lyons Ferry","CR","oceantype","Fall","UCOLR","46.215","-123.862"
1995,"LYF",NA,"Lyons Ferry","CR","oceantype","Fall","UCOLR","46.215","-123.862"
1996,"LYF",NA,"Lyons Ferry","CR","oceantype","Fall","UCOLR","46.215","-123.862"
1997,"LYF",NA,"Lyons Ferry","CR","oceantype","Fall","UCOLR","46.215","-123.862"
1998,"LYF",0.0423,"Lyons Ferry","CR","oceantype","Fall","UCOLR","46.215","-123.862"
1999,"LYF",0.0169,"Lyons Ferry","CR","oceantype","Fall","UCOLR","46.215","-123.862"
2000,"LYF",NA,"Lyons Ferry","CR","oceantype","Fall","UCOLR","46.215","-123.862"
2001,"LYF",0.0114,"Lyons Ferry","CR","oceantype","Fall","UCOLR","46.215","-123.862"
2002,"LYF",0.0049,"Lyons Ferry","CR","oceantype","Fall","UCOLR","46.215","-123.862"
2003,"LYF",0.0039,"Lyons Ferry","CR","oceantype","Fall","UCOLR","46.215","-123.862"
2004,"LYF",0.0022,"Lyons Ferry","CR","oceantype","Fall","UCOLR","46.215","-123.862"
2005,"LYF",0.0539,"Lyons Ferry","CR","oceantype","Fall","UCOLR","46.215","-123.862"
2006,"LYF",0.0053,"Lyons Ferry","CR","oceantype","Fall","UCOLR","46.215","-123.862"
2007,"LYF",0.0568,"Lyons Ferry","CR","oceantype","Fall","UCOLR","46.215","-123.862"
2008,"LYF",0.009,"Lyons Ferry","CR","oceantype","Fall","UCOLR","46.215","-123.862"
2009,"LYF",0.0377,"Lyons Ferry","CR","oceantype","Fall","UCOLR","46.215","-123.862"
2010,"LYF",0.035,"Lyons Ferry","CR","oceantype","Fall","UCOLR","46.215","-123.862"
2011,"LYF",0.0136,"Lyons Ferry","CR","oceantype","Fall","UCOLR","46.215","-123.862"
2012,"LYF",0.0174,"Lyons Ferry","CR","oceantype","Fall","UCOLR","46.215","-123.862"
2013,"LYF",0.0025,"Lyons Ferry","CR","oceantype","Fall","UCOLR","46.215","-123.862"
2014,"LYF",NA,"Lyons Ferry","CR","oceantype","Fall","UCOLR","46.215","-123.862"
1971,"LYY",NA,"Lyons Ferry Yearling","CR","streamtype","Fall","UCOLR","46.215","-123.862"
1972,"LYY",NA,"Lyons Ferry Yearling","CR","streamtype","Fall","UCOLR","46.215","-123.862"
1973,"LYY",NA,"Lyons Ferry Yearling","CR","streamtype","Fall","UCOLR","46.215","-123.862"
1974,"LYY",NA,"Lyons Ferry Yearling","CR","streamtype","Fall","UCOLR","46.215","-123.862"
1975,"LYY",NA,"Lyons Ferry Yearling","CR","streamtype","Fall","UCOLR","46.215","-123.862"
1976,"LYY",NA,"Lyons Ferry Yearling","CR","streamtype","Fall","UCOLR","46.215","-123.862"
1977,"LYY",NA,"Lyons Ferry Yearling","CR","streamtype","Fall","UCOLR","46.215","-123.862"
1978,"LYY",NA,"Lyons Ferry Yearling","CR","streamtype","Fall","UCOLR","46.215","-123.862"
1979,"LYY",NA,"Lyons Ferry Yearling","CR","streamtype","Fall","UCOLR","46.215","-123.862"
1980,"LYY",NA,"Lyons Ferry Yearling","CR","streamtype","Fall","UCOLR","46.215","-123.862"
1981,"LYY",NA,"Lyons Ferry Yearling","CR","streamtype","Fall","UCOLR","46.215","-123.862"
1982,"LYY",NA,"Lyons Ferry Yearling","CR","streamtype","Fall","UCOLR","46.215","-123.862"
1983,"LYY",NA,"Lyons Ferry Yearling","CR","streamtype","Fall","UCOLR","46.215","-123.862"
1984,"LYY",0.0245,"Lyons Ferry Yearling","CR","streamtype","Fall","UCOLR","46.215","-123.862"
1985,"LYY",NA,"Lyons Ferry Yearling","CR","streamtype","Fall","UCOLR","46.215","-123.862"
1986,"LYY",0.0458,"Lyons Ferry Yearling","CR","streamtype","Fall","UCOLR","46.215","-123.862"
1987,"LYY",0.0241,"Lyons Ferry Yearling","CR","streamtype","Fall","UCOLR","46.215","-123.862"
1988,"LYY",0.0458,"Lyons Ferry Yearling","CR","streamtype","Fall","UCOLR","46.215","-123.862"
1989,"LYY",NA,"Lyons Ferry Yearling","CR","streamtype","Fall","UCOLR","46.215","-123.862"
1990,"LYY",NA,"Lyons Ferry Yearling","CR","streamtype","Fall","UCOLR","46.215","-123.862"
1991,"LYY",0.0103,"Lyons Ferry Yearling","CR","streamtype","Fall","UCOLR","46.215","-123.862"
1992,"LYY",0.0148,"Lyons Ferry Yearling","CR","streamtype","Fall","UCOLR","46.215","-123.862"
1993,"LYY",0.0485,"Lyons Ferry Yearling","CR","streamtype","Fall","UCOLR","46.215","-123.862"
1994,"LYY",0.0175,"Lyons Ferry Yearling","CR","streamtype","Fall","UCOLR","46.215","-123.862"
1995,"LYY",0.0467,"Lyons Ferry Yearling","CR","streamtype","Fall","UCOLR","46.215","-123.862"
1996,"LYY",0.0182,"Lyons Ferry Yearling","CR","streamtype","Fall","UCOLR","46.215","-123.862"
1997,"LYY",0.0546,"Lyons Ferry Yearling","CR","streamtype","Fall","UCOLR","46.215","-123.862"
1998,"LYY",0.0493,"Lyons Ferry Yearling","CR","streamtype","Fall","UCOLR","46.215","-123.862"
1999,"LYY",0.0429,"Lyons Ferry Yearling","CR","streamtype","Fall","UCOLR","46.215","-123.862"
2000,"LYY",0.0563,"Lyons Ferry Yearling","CR","streamtype","Fall","UCOLR","46.215","-123.862"
2001,"LYY",0.0603,"Lyons Ferry Yearling","CR","streamtype","Fall","UCOLR","46.215","-123.862"
2002,"LYY",0.0203,"Lyons Ferry Yearling","CR","streamtype","Fall","UCOLR","46.215","-123.862"
2003,"LYY",0.053,"Lyons Ferry Yearling","CR","streamtype","Fall","UCOLR","46.215","-123.862"
2004,"LYY",0.0619,"Lyons Ferry Yearling","CR","streamtype","Fall","UCOLR","46.215","-123.862"
2005,"LYY",0.0388,"Lyons Ferry Yearling","CR","streamtype","Fall","UCOLR","46.215","-123.862"
2006,"LYY",0.1386,"Lyons Ferry Yearling","CR","streamtype","Fall","UCOLR","46.215","-123.862"
2007,"LYY",0.0545,"Lyons Ferry Yearling","CR","streamtype","Fall","UCOLR","46.215","-123.862"
2008,"LYY",0.052,"Lyons Ferry Yearling","CR","streamtype","Fall","UCOLR","46.215","-123.862"
2009,"LYY",0.0471,"Lyons Ferry Yearling","CR","streamtype","Fall","UCOLR","46.215","-123.862"
2010,"LYY",0.0613,"Lyons Ferry Yearling","CR","streamtype","Fall","UCOLR","46.215","-123.862"
2011,"LYY",0.0429,"Lyons Ferry Yearling","CR","streamtype","Fall","UCOLR","46.215","-123.862"
2012,"LYY",0.0156,"Lyons Ferry Yearling","CR","streamtype","Fall","UCOLR","46.215","-123.862"
2013,"LYY",0,"Lyons Ferry Yearling","CR","streamtype","Fall","UCOLR","46.215","-123.862"
2014,"LYY",NA,"Lyons Ferry Yearling","CR","streamtype","Fall","UCOLR","46.215","-123.862"
1971,"SUM",NA,"Columbia Summers","CR","oceantype","Summer","UCOLR","46.215","-123.862"
1972,"SUM",NA,"Columbia Summers","CR","oceantype","Summer","UCOLR","46.215","-123.862"
1973,"SUM",NA,"Columbia Summers","CR","oceantype","Summer","UCOLR","46.215","-123.862"
1974,"SUM",NA,"Columbia Summers","CR","oceantype","Summer","UCOLR","46.215","-123.862"
1975,"SUM",0.0037,"Columbia Summers","CR","oceantype","Summer","UCOLR","46.215","-123.862"
1976,"SUM",0.0056,"Columbia Summers","CR","oceantype","Summer","UCOLR","46.215","-123.862"
1977,"SUM",0.0034,"Columbia Summers","CR","oceantype","Summer","UCOLR","46.215","-123.862"
1978,"SUM",NA,"Columbia Summers","CR","oceantype","Summer","UCOLR","46.215","-123.862"
1979,"SUM",NA,"Columbia Summers","CR","oceantype","Summer","UCOLR","46.215","-123.862"
1980,"SUM",NA,"Columbia Summers","CR","oceantype","Summer","UCOLR","46.215","-123.862"
1981,"SUM",NA,"Columbia Summers","CR","oceantype","Summer","UCOLR","46.215","-123.862"
1982,"SUM",NA,"Columbia Summers","CR","oceantype","Summer","UCOLR","46.215","-123.862"
1983,"SUM",0.0053,"Columbia Summers","CR","oceantype","Summer","UCOLR","46.215","-123.862"
1984,"SUM",0.0061,"Columbia Summers","CR","oceantype","Summer","UCOLR","46.215","-123.862"
1985,"SUM",0.0219,"Columbia Summers","CR","oceantype","Summer","UCOLR","46.215","-123.862"
1986,"SUM",0.0042,"Columbia Summers","CR","oceantype","Summer","UCOLR","46.215","-123.862"
1987,"SUM",0.0128,"Columbia Summers","CR","oceantype","Summer","UCOLR","46.215","-123.862"
1988,"SUM",0.0062,"Columbia Summers","CR","oceantype","Summer","UCOLR","46.215","-123.862"
1989,"SUM",9e-04,"Columbia Summers","CR","oceantype","Summer","UCOLR","46.215","-123.862"
1990,"SUM",0.0024,"Columbia Summers","CR","oceantype","Summer","UCOLR","46.215","-123.862"
1991,"SUM",1e-04,"Columbia Summers","CR","oceantype","Summer","UCOLR","46.215","-123.862"
1992,"SUM",0.0113,"Columbia Summers","CR","oceantype","Summer","UCOLR","46.215","-123.862"
1993,"SUM",0.0134,"Columbia Summers","CR","oceantype","Summer","UCOLR","46.215","-123.862"
1994,"SUM",9e-04,"Columbia Summers","CR","oceantype","Summer","UCOLR","46.215","-123.862"
1995,"SUM",0.0076,"Columbia Summers","CR","oceantype","Summer","UCOLR","46.215","-123.862"
1996,"SUM",0.0105,"Columbia Summers","CR","oceantype","Summer","UCOLR","46.215","-123.862"
1997,"SUM",0.0414,"Columbia Summers","CR","oceantype","Summer","UCOLR","46.215","-123.862"
1998,"SUM",0.0436,"Columbia Summers","CR","oceantype","Summer","UCOLR","46.215","-123.862"
1999,"SUM",0.0116,"Columbia Summers","CR","oceantype","Summer","UCOLR","46.215","-123.862"
2000,"SUM",0.0387,"Columbia Summers","CR","oceantype","Summer","UCOLR","46.215","-123.862"
2001,"SUM",0.0223,"Columbia Summers","CR","oceantype","Summer","UCOLR","46.215","-123.862"
2002,"SUM",0.0184,"Columbia Summers","CR","oceantype","Summer","UCOLR","46.215","-123.862"
2003,"SUM",0.0105,"Columbia Summers","CR","oceantype","Summer","UCOLR","46.215","-123.862"
2004,"SUM",0.0196,"Columbia Summers","CR","oceantype","Summer","UCOLR","46.215","-123.862"
2005,"SUM",0.0176,"Columbia Summers","CR","oceantype","Summer","UCOLR","46.215","-123.862"
2006,"SUM",0.0347,"Columbia Summers","CR","oceantype","Summer","UCOLR","46.215","-123.862"
2007,"SUM",0.011,"Columbia Summers","CR","oceantype","Summer","UCOLR","46.215","-123.862"
2008,"SUM",0.0217,"Columbia Summers","CR","oceantype","Summer","UCOLR","46.215","-123.862"
2009,"SUM",0.023,"Columbia Summers","CR","oceantype","Summer","UCOLR","46.215","-123.862"
2010,"SUM",0.0095,"Columbia Summers","CR","oceantype","Summer","UCOLR","46.215","-123.862"
2011,"SUM",0.0304,"Columbia Summers","CR","oceantype","Summer","UCOLR","46.215","-123.862"
2012,"SUM",0.0245,"Columbia Summers","CR","oceantype","Summer","UCOLR","46.215","-123.862"
2013,"SUM",0.0155,"Columbia Summers","CR","oceantype","Summer","UCOLR","46.215","-123.862"
2014,"SUM",NA,"Columbia Summers","CR","oceantype","Summer","UCOLR","46.215","-123.862"
1971,"URB",NA,"Upriver Brights","CR","oceantype","Fall","UCOLR","46.215","-123.862"
1972,"URB",NA,"Upriver Brights","CR","oceantype","Fall","UCOLR","46.215","-123.862"
1973,"URB",NA,"Upriver Brights","CR","oceantype","Fall","UCOLR","46.215","-123.862"
1974,"URB",NA,"Upriver Brights","CR","oceantype","Fall","UCOLR","46.215","-123.862"
1975,"URB",0.0746,"Upriver Brights","CR","oceantype","Fall","UCOLR","46.215","-123.862"
1976,"URB",0.0326,"Upriver Brights","CR","oceantype","Fall","UCOLR","46.215","-123.862"
1977,"URB",0.0254,"Upriver Brights","CR","oceantype","Fall","UCOLR","46.215","-123.862"
1978,"URB",0.0402,"Upriver Brights","CR","oceantype","Fall","UCOLR","46.215","-123.862"
1979,"URB",0.0236,"Upriver Brights","CR","oceantype","Fall","UCOLR","46.215","-123.862"
1980,"URB",0.02,"Upriver Brights","CR","oceantype","Fall","UCOLR","46.215","-123.862"
1981,"URB",0.0191,"Upriver Brights","CR","oceantype","Fall","UCOLR","46.215","-123.862"
1982,"URB",0.026,"Upriver Brights","CR","oceantype","Fall","UCOLR","46.215","-123.862"
1983,"URB",0.0606,"Upriver Brights","CR","oceantype","Fall","UCOLR","46.215","-123.862"
1984,"URB",0.0589,"Upriver Brights","CR","oceantype","Fall","UCOLR","46.215","-123.862"
1985,"URB",0.0173,"Upriver Brights","CR","oceantype","Fall","UCOLR","46.215","-123.862"
1986,"URB",0.0084,"Upriver Brights","CR","oceantype","Fall","UCOLR","46.215","-123.862"
1987,"URB",0.0017,"Upriver Brights","CR","oceantype","Fall","UCOLR","46.215","-123.862"
1988,"URB",0.0044,"Upriver Brights","CR","oceantype","Fall","UCOLR","46.215","-123.862"
1989,"URB",0.0099,"Upriver Brights","CR","oceantype","Fall","UCOLR","46.215","-123.862"
1990,"URB",0.0214,"Upriver Brights","CR","oceantype","Fall","UCOLR","46.215","-123.862"
1991,"URB",0.0016,"Upriver Brights","CR","oceantype","Fall","UCOLR","46.215","-123.862"
1992,"URB",0.0077,"Upriver Brights","CR","oceantype","Fall","UCOLR","46.215","-123.862"
1993,"URB",0.0258,"Upriver Brights","CR","oceantype","Fall","UCOLR","46.215","-123.862"
1994,"URB",0.0021,"Upriver Brights","CR","oceantype","Fall","UCOLR","46.215","-123.862"
1995,"URB",0.0327,"Upriver Brights","CR","oceantype","Fall","UCOLR","46.215","-123.862"
1996,"URB",0.007,"Upriver Brights","CR","oceantype","Fall","UCOLR","46.215","-123.862"
1997,"URB",0.004,"Upriver Brights","CR","oceantype","Fall","UCOLR","46.215","-123.862"
1998,"URB",0.0153,"Upriver Brights","CR","oceantype","Fall","UCOLR","46.215","-123.862"
1999,"URB",0.0141,"Upriver Brights","CR","oceantype","Fall","UCOLR","46.215","-123.862"
2000,"URB",0.0048,"Upriver Brights","CR","oceantype","Fall","UCOLR","46.215","-123.862"
2001,"URB",0.0186,"Upriver Brights","CR","oceantype","Fall","UCOLR","46.215","-123.862"
2002,"URB",0.0057,"Upriver Brights","CR","oceantype","Fall","UCOLR","46.215","-123.862"
2003,"URB",0.0024,"Upriver Brights","CR","oceantype","Fall","UCOLR","46.215","-123.862"
2004,"URB",8e-04,"Upriver Brights","CR","oceantype","Fall","UCOLR","46.215","-123.862"
2005,"URB",0.027,"Upriver Brights","CR","oceantype","Fall","UCOLR","46.215","-123.862"
2006,"URB",0.0013,"Upriver Brights","CR","oceantype","Fall","UCOLR","46.215","-123.862"
2007,"URB",0.0277,"Upriver Brights","CR","oceantype","Fall","UCOLR","46.215","-123.862"
2008,"URB",0.0097,"Upriver Brights","CR","oceantype","Fall","UCOLR","46.215","-123.862"
2009,"URB",0.0381,"Upriver Brights","CR","oceantype","Fall","UCOLR","46.215","-123.862"
2010,"URB",0.0792,"Upriver Brights","CR","oceantype","Fall","UCOLR","46.215","-123.862"
2011,"URB",0.033,"Upriver Brights","CR","oceantype","Fall","UCOLR","46.215","-123.862"
2012,"URB",0.0625,"Upriver Brights","CR","oceantype","Fall","UCOLR","46.215","-123.862"
2013,"URB",0.0181,"Upriver Brights","CR","oceantype","Fall","UCOLR","46.215","-123.862"
2014,"URB",NA,"Upriver Brights","CR","oceantype","Fall","UCOLR","46.215","-123.862"
1971,"ELK",NA,"Elk River","OR","oceantype","Fall","ORCST","42.8079","-124.5309"
1972,"ELK",NA,"Elk River","OR","oceantype","Fall","ORCST","42.8079","-124.5309"
1973,"ELK",NA,"Elk River","OR","oceantype","Fall","ORCST","42.8079","-124.5309"
1974,"ELK",NA,"Elk River","OR","oceantype","Fall","ORCST","42.8079","-124.5309"
1975,"ELK",NA,"Elk River","OR","oceantype","Fall","ORCST","42.8079","-124.5309"
1976,"ELK",NA,"Elk River","OR","oceantype","Fall","ORCST","42.8079","-124.5309"
1977,"ELK",0.0151,"Elk River","OR","oceantype","Fall","ORCST","42.8079","-124.5309"
1978,"ELK",0.1152,"Elk River","OR","oceantype","Fall","ORCST","42.8079","-124.5309"
1979,"ELK",0.1065,"Elk River","OR","oceantype","Fall","ORCST","42.8079","-124.5309"
1980,"ELK",0.1458,"Elk River","OR","oceantype","Fall","ORCST","42.8079","-124.5309"
1981,"ELK",0.0539,"Elk River","OR","oceantype","Fall","ORCST","42.8079","-124.5309"
1982,"ELK",0.0104,"Elk River","OR","oceantype","Fall","ORCST","42.8079","-124.5309"
1983,"ELK",0.329,"Elk River","OR","oceantype","Fall","ORCST","42.8079","-124.5309"
1984,"ELK",0.174,"Elk River","OR","oceantype","Fall","ORCST","42.8079","-124.5309"
1985,"ELK",0.2202,"Elk River","OR","oceantype","Fall","ORCST","42.8079","-124.5309"
1986,"ELK",0.0742,"Elk River","OR","oceantype","Fall","ORCST","42.8079","-124.5309"
1987,"ELK",0.0307,"Elk River","OR","oceantype","Fall","ORCST","42.8079","-124.5309"
1988,"ELK",0.0252,"Elk River","OR","oceantype","Fall","ORCST","42.8079","-124.5309"
1989,"ELK",0.0725,"Elk River","OR","oceantype","Fall","ORCST","42.8079","-124.5309"
1990,"ELK",0.0392,"Elk River","OR","oceantype","Fall","ORCST","42.8079","-124.5309"
1991,"ELK",0.0367,"Elk River","OR","oceantype","Fall","ORCST","42.8079","-124.5309"
1992,"ELK",0.063,"Elk River","OR","oceantype","Fall","ORCST","42.8079","-124.5309"
1993,"ELK",0.1101,"Elk River","OR","oceantype","Fall","ORCST","42.8079","-124.5309"
1994,"ELK",0.0574,"Elk River","OR","oceantype","Fall","ORCST","42.8079","-124.5309"
1995,"ELK",0.083,"Elk River","OR","oceantype","Fall","ORCST","42.8079","-124.5309"
1996,"ELK",0.0157,"Elk River","OR","oceantype","Fall","ORCST","42.8079","-124.5309"
1997,"ELK",0.1553,"Elk River","OR","oceantype","Fall","ORCST","42.8079","-124.5309"
1998,"ELK",0.1067,"Elk River","OR","oceantype","Fall","ORCST","42.8079","-124.5309"
1999,"ELK",0.0921,"Elk River","OR","oceantype","Fall","ORCST","42.8079","-124.5309"
2000,"ELK",0.0652,"Elk River","OR","oceantype","Fall","ORCST","42.8079","-124.5309"
2001,"ELK",0.0298,"Elk River","OR","oceantype","Fall","ORCST","42.8079","-124.5309"
2002,"ELK",0.0309,"Elk River","OR","oceantype","Fall","ORCST","42.8079","-124.5309"
2003,"ELK",0.0203,"Elk River","OR","oceantype","Fall","ORCST","42.8079","-124.5309"
2004,"ELK",0.0732,"Elk River","OR","oceantype","Fall","ORCST","42.8079","-124.5309"
2005,"ELK",0.0279,"Elk River","OR","oceantype","Fall","ORCST","42.8079","-124.5309"
2006,"ELK",0.177,"Elk River","OR","oceantype","Fall","ORCST","42.8079","-124.5309"
2007,"ELK",0.0667,"Elk River","OR","oceantype","Fall","ORCST","42.8079","-124.5309"
2008,"ELK",0.0574,"Elk River","OR","oceantype","Fall","ORCST","42.8079","-124.5309"
2009,"ELK",0.1201,"Elk River","OR","oceantype","Fall","ORCST","42.8079","-124.5309"
2010,"ELK",0.0372,"Elk River","OR","oceantype","Fall","ORCST","42.8079","-124.5309"
2011,"ELK",0.0322,"Elk River","OR","oceantype","Fall","ORCST","42.8079","-124.5309"
2012,"ELK",0.1736,"Elk River","OR","oceantype","Fall","ORCST","42.8079","-124.5309"
2013,"ELK",0.0114,"Elk River","OR","oceantype","Fall","ORCST","42.8079","-124.5309"
2014,"ELK",NA,"Elk River","OR","oceantype","Fall","ORCST","42.8079","-124.5309"
1971,"SRH",NA,"Salmon River","OR","oceantype","Fall","ORCST","45.0478","-124.0061"
1972,"SRH",NA,"Salmon River","OR","oceantype","Fall","ORCST","45.0478","-124.0061"
1973,"SRH",NA,"Salmon River","OR","oceantype","Fall","ORCST","45.0478","-124.0061"
1974,"SRH",NA,"Salmon River","OR","oceantype","Fall","ORCST","45.0478","-124.0061"
1975,"SRH",NA,"Salmon River","OR","oceantype","Fall","ORCST","45.0478","-124.0061"
1976,"SRH",0.0849,"Salmon River","OR","oceantype","Fall","ORCST","45.0478","-124.0061"
1977,"SRH",0.05,"Salmon River","OR","oceantype","Fall","ORCST","45.0478","-124.0061"
1978,"SRH",0.0796,"Salmon River","OR","oceantype","Fall","ORCST","45.0478","-124.0061"
1979,"SRH",0.0402,"Salmon River","OR","oceantype","Fall","ORCST","45.0478","-124.0061"
1980,"SRH",0.0557,"Salmon River","OR","oceantype","Fall","ORCST","45.0478","-124.0061"
1981,"SRH",NA,"Salmon River","OR","oceantype","Fall","ORCST","45.0478","-124.0061"
1982,"SRH",0.0697,"Salmon River","OR","oceantype","Fall","ORCST","45.0478","-124.0061"
1983,"SRH",0.0755,"Salmon River","OR","oceantype","Fall","ORCST","45.0478","-124.0061"
1984,"SRH",0.091,"Salmon River","OR","oceantype","Fall","ORCST","45.0478","-124.0061"
1985,"SRH",0.0195,"Salmon River","OR","oceantype","Fall","ORCST","45.0478","-124.0061"
1986,"SRH",0.0541,"Salmon River","OR","oceantype","Fall","ORCST","45.0478","-124.0061"
1987,"SRH",0.0499,"Salmon River","OR","oceantype","Fall","ORCST","45.0478","-124.0061"
1988,"SRH",0.0184,"Salmon River","OR","oceantype","Fall","ORCST","45.0478","-124.0061"
1989,"SRH",0.044,"Salmon River","OR","oceantype","Fall","ORCST","45.0478","-124.0061"
1990,"SRH",0.1009,"Salmon River","OR","oceantype","Fall","ORCST","45.0478","-124.0061"
1991,"SRH",0.0108,"Salmon River","OR","oceantype","Fall","ORCST","45.0478","-124.0061"
1992,"SRH",0.048,"Salmon River","OR","oceantype","Fall","ORCST","45.0478","-124.0061"
1993,"SRH",0.0957,"Salmon River","OR","oceantype","Fall","ORCST","45.0478","-124.0061"
1994,"SRH",0.0473,"Salmon River","OR","oceantype","Fall","ORCST","45.0478","-124.0061"
1995,"SRH",0.0228,"Salmon River","OR","oceantype","Fall","ORCST","45.0478","-124.0061"
1996,"SRH",0.0261,"Salmon River","OR","oceantype","Fall","ORCST","45.0478","-124.0061"
1997,"SRH",0.0725,"Salmon River","OR","oceantype","Fall","ORCST","45.0478","-124.0061"
1998,"SRH",0.0573,"Salmon River","OR","oceantype","Fall","ORCST","45.0478","-124.0061"
1999,"SRH",0.1024,"Salmon River","OR","oceantype","Fall","ORCST","45.0478","-124.0061"
2000,"SRH",0.0903,"Salmon River","OR","oceantype","Fall","ORCST","45.0478","-124.0061"
2001,"SRH",0.0516,"Salmon River","OR","oceantype","Fall","ORCST","45.0478","-124.0061"
2002,"SRH",0.0269,"Salmon River","OR","oceantype","Fall","ORCST","45.0478","-124.0061"
2003,"SRH",0.0063,"Salmon River","OR","oceantype","Fall","ORCST","45.0478","-124.0061"
2004,"SRH",0.0454,"Salmon River","OR","oceantype","Fall","ORCST","45.0478","-124.0061"
2005,"SRH",0.031,"Salmon River","OR","oceantype","Fall","ORCST","45.0478","-124.0061"
2006,"SRH",0.0337,"Salmon River","OR","oceantype","Fall","ORCST","45.0478","-124.0061"
2007,"SRH",0.0716,"Salmon River","OR","oceantype","Fall","ORCST","45.0478","-124.0061"
