"brood_year","stock","stock_name","smolt","run","region","lat","long","j_group","j_group2","j_group3","a_group","a_group2","survival","M"
"1978","SSF","Skagit Summer Fingerling","oceantype","summer","NPGSD",48.3873,-122.3686,"salish","puget","puget_oceantype","south","salish",NA,NA
"1979","SSF","Skagit Summer Fingerling","oceantype","summer","NPGSD",48.3873,-122.3686,"salish","puget","puget_oceantype","south","salish",NA,NA
"1980","SSF","Skagit Summer Fingerling","oceantype","summer","NPGSD",48.3873,-122.3686,"salish","puget","puget_oceantype","south","salish",NA,NA
"1981","SSF","Skagit Summer Fingerling","oceantype","summer","NPGSD",48.3873,-122.3686,"salish","puget","puget_oceantype","south","salish",NA,NA
"1982","SSF","Skagit Summer Fingerling","oceantype","summer","NPGSD",48.3873,-122.3686,"salish","puget","puget_oceantype","south","salish",NA,NA
"1983","SSF","Skagit Summer Fingerling","oceantype","summer","NPGSD",48.3873,-122.3686,"salish","puget","puget_oceantype","south","salish",NA,NA
"1984","SSF","Skagit Summer Fingerling","oceantype","summer","NPGSD",48.3873,-122.3686,"salish","puget","puget_oceantype","south","salish",NA,NA
"1985","SSF","Skagit Summer Fingerling","oceantype","summer","NPGSD",48.3873,-122.3686,"salish","puget","puget_oceantype","south","salish",NA,NA
"1986","SSF","Skagit Summer Fingerling","oceantype","summer","NPGSD",48.3873,-122.3686,"salish","puget","puget_oceantype","south","salish",NA,NA
"1987","SSF","Skagit Summer Fingerling","oceantype","summer","NPGSD",48.3873,-122.3686,"salish","puget","puget_oceantype","south","salish",NA,NA
"1988","SSF","Skagit Summer Fingerling","oceantype","summer","NPGSD",48.3873,-122.3686,"salish","puget","puget_oceantype","south","salish",NA,NA
"1989","SSF","Skagit Summer Fingerling","oceantype","summer","NPGSD",48.3873,-122.3686,"salish","puget","puget_oceantype","south","salish",NA,NA
"1990","SSF","Skagit Summer Fingerling","oceantype","summer","NPGSD",48.3873,-122.3686,"salish","puget","puget_oceantype","south","salish",NA,NA
"1991","SSF","Skagit Summer Fingerling","oceantype","summer","NPGSD",48.3873,-122.3686,"salish","puget","puget_oceantype","south","salish",NA,NA
"1992","SSF","Skagit Summer Fingerling","oceantype","summer","NPGSD",48.3873,-122.3686,"salish","puget","puget_oceantype","south","salish",NA,NA
"1993","SSF","Skagit Summer Fingerling","oceantype","summer","NPGSD",48.3873,-122.3686,"salish","puget","puget_oceantype","south","salish",NA,NA
"1994","SSF","Skagit Summer Fingerling","oceantype","summer","NPGSD",48.3873,-122.3686,"salish","puget","puget_oceantype","south","salish",0.002195138,6.12151036427179
"1995","SSF","Skagit Summer Fingerling","oceantype","summer","NPGSD",48.3873,-122.3686,"salish","puget","puget_oceantype","south","salish",0.004376958,5.43140131643285
"1996","SSF","Skagit Summer Fingerling","oceantype","summer","NPGSD",48.3873,-122.3686,"salish","puget","puget_oceantype","south","salish",0.007662007,4.87148131910451
"1997","SSF","Skagit Summer Fingerling","oceantype","summer","NPGSD",48.3873,-122.3686,"salish","puget","puget_oceantype","south","salish",0.01164261,4.45308363500979
"1998","SSF","Skagit Summer Fingerling","oceantype","summer","NPGSD",48.3873,-122.3686,"salish","puget","puget_oceantype","south","salish",0.03347792,3.39686916193357
"1999","SSF","Skagit Summer Fingerling","oceantype","summer","NPGSD",48.3873,-122.3686,"salish","puget","puget_oceantype","south","salish",0.01527238,4.181709310731
"2000","SSF","Skagit Summer Fingerling","oceantype","summer","NPGSD",48.3873,-122.3686,"salish","puget","puget_oceantype","south","salish",0.008843826,4.72803569053598
"2001","SSF","Skagit Summer Fingerling","oceantype","summer","NPGSD",48.3873,-122.3686,"salish","puget","puget_oceantype","south","salish",0.01714302,4.06616418530053
"2002","SSF","Skagit Summer Fingerling","oceantype","summer","NPGSD",48.3873,-122.3686,"salish","puget","puget_oceantype","south","salish",0.01630153,4.11649631054379
"2003","SSF","Skagit Summer Fingerling","oceantype","summer","NPGSD",48.3873,-122.3686,"salish","puget","puget_oceantype","south","salish",0.01755963,4.04215276161219
"2004","SSF","Skagit Summer Fingerling","oceantype","summer","NPGSD",48.3873,-122.3686,"salish","puget","puget_oceantype","south","salish",0.01640685,4.11005634843039
"2005","SSF","Skagit Summer Fingerling","oceantype","summer","NPGSD",48.3873,-122.3686,"salish","puget","puget_oceantype","south","salish",0.01212901,4.41215517518546
"2006","SSF","Skagit Summer Fingerling","oceantype","summer","NPGSD",48.3873,-122.3686,"salish","puget","puget_oceantype","south","salish",0.007685492,4.86842088322104
"2007","SSF","Skagit Summer Fingerling","oceantype","summer","NPGSD",48.3873,-122.3686,"salish","puget","puget_oceantype","south","salish",0.01053155,4.55337976518835
"2008","SSF","Skagit Summer Fingerling","oceantype","summer","NPGSD",48.3873,-122.3686,"salish","puget","puget_oceantype","south","salish",0.01095041,4.51437838049822
"2009","SSF","Skagit Summer Fingerling","oceantype","summer","NPGSD",48.3873,-122.3686,"salish","puget","puget_oceantype","south","salish",0.004878595,5.32289801040714
"2010","SSF","Skagit Summer Fingerling","oceantype","summer","NPGSD",48.3873,-122.3686,"salish","puget","puget_oceantype","south","salish",0.004295478,5.4501924375382
"2011","SSF","Skagit Summer Fingerling","oceantype","summer","NPGSD",48.3873,-122.3686,"salish","puget","puget_oceantype","south","salish",0.01212003,4.41289582309651
"2012","SSF","Skagit Summer Fingerling","oceantype","summer","NPGSD",48.3873,-122.3686,"salish","puget","puget_oceantype","south","salish",0.008745137,4.73925750453937
"2013","SSF","Skagit Summer Fingerling","oceantype","summer","NPGSD",48.3873,-122.3686,"salish","puget","puget_oceantype","south","salish",0.0120547,4.41830065359811
"2014","SSF","Skagit Summer Fingerling","oceantype","summer","NPGSD",48.3873,-122.3686,"salish","puget","puget_oceantype","south","salish",0.01946736,3.93901606201196
"2015","SSF","Skagit Summer Fingerling","oceantype","summer","NPGSD",48.3873,-122.3686,"salish","puget","puget_oceantype","south","salish",0.01937117,3.94396940070284
"2016","SSF","Skagit Summer Fingerling","oceantype","summer","NPGSD",48.3873,-122.3686,"salish","puget","puget_oceantype","south","salish",0.001245306,6.68837399613266
"2017","SSF","Skagit Summer Fingerling","oceantype","summer","NPGSD",48.3873,-122.3686,"salish","puget","puget_oceantype","south","salish",NA,NA
"1971","STI","Stikine River","streamtype","spring","TBR",56.691,-132.213,"north","north","north_streamtype","offshore","offshore",NA,NA
"1972","STI","Stikine River","streamtype","spring","TBR",56.691,-132.213,"north","north","north_streamtype","offshore","offshore",NA,NA
"1973","STI","Stikine River","streamtype","spring","TBR",56.691,-132.213,"north","north","north_streamtype","offshore","offshore",NA,NA
"1974","STI","Stikine River","streamtype","spring","TBR",56.691,-132.213,"north","north","north_streamtype","offshore","offshore",NA,NA
"1975","STI","Stikine River","streamtype","spring","TBR",56.691,-132.213,"north","north","north_streamtype","offshore","offshore",NA,NA
"1976","STI","Stikine River","streamtype","spring","TBR",56.691,-132.213,"north","north","north_streamtype","offshore","offshore",NA,NA
"1977","STI","Stikine River","streamtype","spring","TBR",56.691,-132.213,"north","north","north_streamtype","offshore","offshore",NA,NA
"1978","STI","Stikine River","streamtype","spring","TBR",56.691,-132.213,"north","north","north_streamtype","offshore","offshore",NA,NA
"1979","STI","Stikine River","streamtype","spring","TBR",56.691,-132.213,"north","north","north_streamtype","offshore","offshore",NA,NA
"1980","STI","Stikine River","streamtype","spring","TBR",56.691,-132.213,"north","north","north_streamtype","offshore","offshore",NA,NA
"1981","STI","Stikine River","streamtype","spring","TBR",56.691,-132.213,"north","north","north_streamtype","offshore","offshore",NA,NA
"1982","STI","Stikine River","streamtype","spring","TBR",56.691,-132.213,"north","north","north_streamtype","offshore","offshore",NA,NA
"1983","STI","Stikine River","streamtype","spring","TBR",56.691,-132.213,"north","north","north_streamtype","offshore","offshore",NA,NA
"1984","STI","Stikine River","streamtype","spring","TBR",56.691,-132.213,"north","north","north_streamtype","offshore","offshore",NA,NA
"1985","STI","Stikine River","streamtype","spring","TBR",56.691,-132.213,"north","north","north_streamtype","offshore","offshore",NA,NA
"1986","STI","Stikine River","streamtype","spring","TBR",56.691,-132.213,"north","north","north_streamtype","offshore","offshore",NA,NA
"1987","STI","Stikine River","streamtype","spring","TBR",56.691,-132.213,"north","north","north_streamtype","offshore","offshore",NA,NA
"1988","STI","Stikine River","streamtype","spring","TBR",56.691,-132.213,"north","north","north_streamtype","offshore","offshore",NA,NA
"1989","STI","Stikine River","streamtype","spring","TBR",56.691,-132.213,"north","north","north_streamtype","offshore","offshore",NA,NA
"1990","STI","Stikine River","streamtype","spring","TBR",56.691,-132.213,"north","north","north_streamtype","offshore","offshore",NA,NA
"1991","STI","Stikine River","streamtype","spring","TBR",56.691,-132.213,"north","north","north_streamtype","offshore","offshore",NA,NA
"1992","STI","Stikine River","streamtype","spring","TBR",56.691,-132.213,"north","north","north_streamtype","offshore","offshore",NA,NA
"1993","STI","Stikine River","streamtype","spring","TBR",56.691,-132.213,"north","north","north_streamtype","offshore","offshore",NA,NA
"1994","STI","Stikine River","streamtype","spring","TBR",56.691,-132.213,"north","north","north_streamtype","offshore","offshore",NA,NA
"1995","STI","Stikine River","streamtype","spring","TBR",56.691,-132.213,"north","north","north_streamtype","offshore","offshore",NA,NA
"1996","STI","Stikine River","streamtype","spring","TBR",56.691,-132.213,"north","north","north_streamtype","offshore","offshore",NA,NA
"1997","STI","Stikine River","streamtype","spring","TBR",56.691,-132.213,"north","north","north_streamtype","offshore","offshore",NA,NA
"1998","STI","Stikine River","streamtype","spring","TBR",56.691,-132.213,"north","north","north_streamtype","offshore","offshore",0.05568933,2.88796671233819
"1999","STI","Stikine River","streamtype","spring","TBR",56.691,-132.213,"north","north","north_streamtype","offshore","offshore",0.06297953,2.76494552602367
"2000","STI","Stikine River","streamtype","spring","TBR",56.691,-132.213,"north","north","north_streamtype","offshore","offshore",0.05788394,2.8493153076628
"2001","STI","Stikine River","streamtype","spring","TBR",56.691,-132.213,"north","north","north_streamtype","offshore","offshore",0.01600216,4.13503156585404
"2002","STI","Stikine River","streamtype","spring","TBR",56.691,-132.213,"north","north","north_streamtype","offshore","offshore",0.07093752,2.64595578936813
"2003","STI","Stikine River","streamtype","spring","TBR",56.691,-132.213,"north","north","north_streamtype","offshore","offshore",0.03297823,3.41190763218115
"2004","STI","Stikine River","streamtype","spring","TBR",56.691,-132.213,"north","north","north_streamtype","offshore","offshore",0.01436,4.24330871536206
"2005","STI","Stikine River","streamtype","spring","TBR",56.691,-132.213,"north","north","north_streamtype","offshore","offshore",0.02357992,3.74735977658435
"2006","STI","Stikine River","streamtype","spring","TBR",56.691,-132.213,"north","north","north_streamtype","offshore","offshore",0.02401843,3.72893382666467
"2007","STI","Stikine River","streamtype","spring","TBR",56.691,-132.213,"north","north","north_streamtype","offshore","offshore",0.05763971,2.85354353909179
"2008","STI","Stikine River","streamtype","spring","TBR",56.691,-132.213,"north","north","north_streamtype","offshore","offshore",0.03002902,3.50559103155203
"2009","STI","Stikine River","streamtype","spring","TBR",56.691,-132.213,"north","north","north_streamtype","offshore","offshore",0.04309554,3.14433576750531
"2010","STI","Stikine River","streamtype","spring","TBR",56.691,-132.213,"north","north","north_streamtype","offshore","offshore",0.05357488,2.92667497747568
"2011","STI","Stikine River","streamtype","spring","TBR",56.691,-132.213,"north","north","north_streamtype","offshore","offshore",0.04703376,3.05688963725219
"2012","STI","Stikine River","streamtype","spring","TBR",56.691,-132.213,"north","north","north_streamtype","offshore","offshore",0.02401773,3.72896297137566
"2013","STI","Stikine River","streamtype","spring","TBR",56.691,-132.213,"north","north","north_streamtype","offshore","offshore",0.008305404,4.79084889170569
"2014","STI","Stikine River","streamtype","spring","TBR",56.691,-132.213,"north","north","north_streamtype","offshore","offshore",0.006277062,5.07085324236559
"2015","STI","Stikine River","streamtype","spring","TBR",56.691,-132.213,"north","north","north_streamtype","offshore","offshore",NA,NA
"2016","STI","Stikine River","streamtype","spring","TBR",56.691,-132.213,"north","north","north_streamtype","offshore","offshore",NA,NA
"2017","STI","Stikine River","streamtype","spring","TBR",56.691,-132.213,"north","north","north_streamtype","offshore","offshore",NA,NA
"1971","STL","Stillaguamish Fall Fingerling","oceantype","summer","NPGSD",48.2381,-122.3767,"salish","puget","puget_oceantype","south","salish",NA,NA
"1972","STL","Stillaguamish Fall Fingerling","oceantype","summer","NPGSD",48.2381,-122.3767,"salish","puget","puget_oceantype","south","salish",NA,NA
"1973","STL","Stillaguamish Fall Fingerling","oceantype","summer","NPGSD",48.2381,-122.3767,"salish","puget","puget_oceantype","south","salish",NA,NA
"1974","STL","Stillaguamish Fall Fingerling","oceantype","summer","NPGSD",48.2381,-122.3767,"salish","puget","puget_oceantype","south","salish",NA,NA
"1975","STL","Stillaguamish Fall Fingerling","oceantype","summer","NPGSD",48.2381,-122.3767,"salish","puget","puget_oceantype","south","salish",NA,NA
"1976","STL","Stillaguamish Fall Fingerling","oceantype","summer","NPGSD",48.2381,-122.3767,"salish","puget","puget_oceantype","south","salish",NA,NA
"1977","STL","Stillaguamish Fall Fingerling","oceantype","summer","NPGSD",48.2381,-122.3767,"salish","puget","puget_oceantype","south","salish",NA,NA
"1978","STL","Stillaguamish Fall Fingerling","oceantype","summer","NPGSD",48.2381,-122.3767,"salish","puget","puget_oceantype","south","salish",NA,NA
"1979","STL","Stillaguamish Fall Fingerling","oceantype","summer","NPGSD",48.2381,-122.3767,"salish","puget","puget_oceantype","south","salish",NA,NA
"1980","STL","Stillaguamish Fall Fingerling","oceantype","summer","NPGSD",48.2381,-122.3767,"salish","puget","puget_oceantype","south","salish",0.002817818,5.87179245240326
"1981","STL","Stillaguamish Fall Fingerling","oceantype","summer","NPGSD",48.2381,-122.3767,"salish","puget","puget_oceantype","south","salish",0.005141262,5.27045670435964
"1982","STL","Stillaguamish Fall Fingerling","oceantype","summer","NPGSD",48.2381,-122.3767,"salish","puget","puget_oceantype","south","salish",0.01595073,4.13825068277353
"1983","STL","Stillaguamish Fall Fingerling","oceantype","summer","NPGSD",48.2381,-122.3767,"salish","puget","puget_oceantype","south","salish",0.01322657,4.32552759372802
"1984","STL","Stillaguamish Fall Fingerling","oceantype","summer","NPGSD",48.2381,-122.3767,"salish","puget","puget_oceantype","south","salish",NA,NA
"1985","STL","Stillaguamish Fall Fingerling","oceantype","summer","NPGSD",48.2381,-122.3767,"salish","puget","puget_oceantype","south","salish",NA,NA
"1986","STL","Stillaguamish Fall Fingerling","oceantype","summer","NPGSD",48.2381,-122.3767,"salish","puget","puget_oceantype","south","salish",0.03668676,3.305339351955
"1987","STL","Stillaguamish Fall Fingerling","oceantype","summer","NPGSD",48.2381,-122.3767,"salish","puget","puget_oceantype","south","salish",0.0261331,3.64455256890517
